time,open,high,low,close,tick_volume,spread,real_volume
2025-10-13 01:35:00,24512.8,24523.8,24503.0,24505.4,162,100,0
2025-10-13 01:36:00,24505.5,24518.5,24502.5,24506.9,99,100,0
2025-10-13 01:37:00,24506.4,24512.0,24492.4,24502.1,112,100,0
2025-10-13 01:38:00,24502.3,24506.5,24492.0,24502.8,148,100,0
2025-10-13 01:39:00,24503.6,24514.9,24500.1,24506.5,99,100,0
2025-10-13 01:40:00,24506.6,24513.5,24502.0,24513.5,93,100,0
2025-10-13 01:41:00,24513.5,24513.5,24494.1,24494.6,106,100,0
2025-10-13 01:42:00,24494.0,24506.6,24490.8,24503.4,88,100,0
2025-10-13 01:43:00,24504.0,24508.9,24503.9,24506.0,56,100,0
2025-10-13 01:44:00,24505.9,24513.1,24505.9,24513.1,37,100,0
2025-10-13 01:45:00,24512.5,24516.9,24505.8,24512.8,69,100,0
2025-10-13 01:46:00,24513.0,24515.1,24510.4,24510.6,33,100,0
2025-10-13 01:47:00,24510.5,24529.4,24510.1,24526.5,81,100,0
2025-10-13 01:48:00,24526.3,24526.5,24502.9,24508.1,119,100,0
2025-10-13 01:49:00,24507.0,24518.5,24492.0,24492.0,102,100,0
2025-10-13 01:50:00,24491.9,24511.0,24491.9,24509.8,99,100,0
2025-10-13 01:51:00,24510.5,24521.0,24508.4,24514.1,69,100,0
2025-10-13 01:52:00,24512.8,24519.4,24506.3,24514.8,66,100,0
2025-10-13 01:53:00,24515.9,24517.9,24507.3,24507.5,66,100,0
2025-10-13 01:54:00,24509.1,24510.4,24506.8,24508.6,64,100,0
2025-10-13 01:55:00,24508.6,24510.8,24506.3,24507.6,69,100,0
2025-10-13 01:56:00,24507.8,24519.0,24507.8,24514.3,85,100,0
2025-10-13 01:57:00,24514.9,24514.9,24509.1,24512.5,64,100,0
2025-10-13 01:58:00,24512.9,24514.3,24508.0,24508.1,55,100,0
2025-10-13 01:59:00,24507.8,24510.0,24507.0,24508.8,59,100,0
2025-10-13 02:00:00,24509.8,24516.8,24507.3,24507.3,111,100,0
2025-10-13 02:01:00,24507.0,24511.8,24493.5,24497.5,127,100,0
2025-10-13 02:02:00,24497.5,24499.8,24481.5,24482.9,190,100,0
2025-10-13 02:03:00,24482.8,24493.9,24479.3,24483.5,171,100,0
2025-10-13 02:04:00,24483.6,24486.9,24473.3,24482.1,183,100,0
2025-10-13 02:05:00,24482.5,24498.0,24482.4,24492.9,122,100,0
2025-10-13 02:06:00,24493.9,24501.4,24493.6,24501.3,74,100,0
2025-10-13 02:07:00,24501.4,24511.6,24498.9,24507.4,159,100,0
2025-10-13 02:08:00,24507.5,24527.3,24504.4,24527.3,128,100,0
2025-10-13 02:09:00,24527.1,24538.4,24521.3,24536.3,153,100,0
2025-10-13 02:10:00,24536.1,24539.8,24527.1,24533.6,188,100,0
2025-10-13 02:11:00,24534.3,24535.8,24522.1,24522.4,190,100,0
2025-10-13 02:12:00,24522.6,24534.3,24522.6,24532.1,122,100,0
2025-10-13 02:13:00,24532.6,24537.5,24528.5,24534.1,118,100,0
2025-10-13 02:14:00,24534.3,24536.5,24523.1,24525.8,154,100,0
2025-10-13 02:15:00,24525.5,24532.0,24523.0,24526.0,151,100,0
2025-10-13 02:16:00,24526.1,24527.5,24521.3,24521.3,125,100,0
2025-10-13 02:17:00,24521.5,24534.9,24521.4,24523.3,148,100,0
2025-10-13 02:18:00,24522.8,24525.8,24496.0,24509.6,310,100,0
2025-10-13 02:19:00,24509.8,24520.3,24501.3,24502.6,267,100,0
2025-10-13 02:20:00,24503.5,24531.5,24503.3,24531.5,235,100,0
2025-10-13 02:21:00,24531.6,24544.0,24527.8,24544.0,210,100,0
2025-10-13 02:22:00,24544.1,24545.9,24528.0,24532.9,187,100,0
2025-10-13 02:23:00,24532.4,24535.6,24528.4,24533.9,149,100,0
2025-10-13 02:24:00,24533.5,24548.8,24532.3,24546.6,180,100,0
2025-10-13 02:25:00,24546.8,24556.0,24543.4,24553.4,256,100,0
2025-10-13 02:26:00,24553.5,24555.8,24547.1,24551.4,137,100,0
2025-10-13 02:27:00,24552.0,24552.6,24544.6,24548.9,125,100,0
2025-10-13 02:28:00,24549.3,24554.6,24546.4,24549.3,122,100,0
2025-10-13 02:29:00,24549.5,24558.3,24547.3,24555.5,127,100,0
2025-10-13 02:30:00,24555.4,24581.3,24555.4,24577.3,306,100,0
2025-10-13 02:31:00,24577.6,24583.4,24566.1,24571.9,283,100,0
2025-10-13 02:32:00,24573.0,24581.3,24565.0,24570.0,234,100,0
2025-10-13 02:33:00,24569.9,24576.1,24563.6,24569.4,229,100,0
2025-10-13 02:34:00,24568.8,24569.0,24555.5,24555.5,221,100,0
2025-10-13 02:35:00,24555.4,24565.4,24551.4,24564.4,296,100,0
2025-10-13 02:36:00,24564.1,24565.5,24553.9,24564.1,201,100,0
2025-10-13 02:37:00,24563.9,24564.9,24543.5,24557.4,231,100,0
2025-10-13 02:38:00,24556.9,24559.4,24546.3,24547.4,165,100,0
2025-10-13 02:39:00,24547.0,24560.8,24546.5,24559.4,223,100,0
2025-10-13 02:40:00,24559.5,24572.6,24559.1,24570.0,317,100,0
2025-10-13 02:41:00,24569.5,24569.5,24543.3,24545.5,335,100,0
2025-10-13 02:42:00,24545.8,24560.6,24545.5,24557.9,297,100,0
2025-10-13 02:43:00,24557.6,24562.5,24555.6,24562.5,239,100,0
2025-10-13 02:44:00,24563.1,24567.8,24562.1,24563.4,263,100,0
2025-10-13 02:45:00,24563.3,24569.9,24560.9,24569.4,369,100,0
2025-10-13 02:46:00,24569.0,24580.1,24566.6,24579.0,356,100,0
2025-10-13 02:47:00,24578.8,24581.8,24576.6,24579.4,320,100,0
2025-10-13 02:48:00,24579.4,24580.3,24574.0,24575.6,319,100,0
2025-10-13 02:49:00,24575.9,24582.0,24575.4,24581.9,295,100,0
2025-10-13 02:50:00,24581.9,24582.9,24575.5,24576.0,232,100,0
2025-10-13 02:51:00,24576.3,24585.6,24575.6,24584.5,261,100,0
2025-10-13 02:52:00,24584.1,24585.8,24578.0,24580.9,269,100,0
2025-10-13 02:53:00,24581.1,24595.0,24576.8,24591.6,350,100,0
2025-10-13 02:54:00,24592.0,24606.5,24591.8,24603.1,326,100,0
2025-10-13 02:55:00,24603.1,24605.4,24598.3,24599.3,347,100,0
2025-10-13 02:56:00,24599.1,24608.1,24599.1,24606.3,329,100,0
2025-10-13 02:57:00,24606.1,24612.5,24603.4,24608.9,341,100,0
2025-10-13 02:58:00,24609.0,24614.4,24608.1,24611.1,309,100,0
2025-10-13 02:59:00,24611.4,24611.8,24606.0,24606.8,215,100,0
2025-10-13 03:00:00,24606.8,24615.0,24597.9,24608.4,463,100,0
2025-10-13 03:01:00,24608.4,24608.6,24588.8,24588.9,425,100,0
2025-10-13 03:02:00,24588.4,24591.8,24581.1,24582.1,422,70,0
2025-10-13 03:03:00,24581.8,24589.0,24579.1,24586.0,429,100,0
2025-10-13 03:04:00,24585.5,24587.4,24579.0,24586.3,350,100,0
2025-10-13 03:05:00,24586.3,24599.1,24582.3,24582.9,412,100,0
2025-10-13 03:06:00,24582.8,24589.0,24577.6,24581.9,353,100,0
2025-10-13 03:07:00,24582.1,24591.5,24581.4,24587.5,354,100,0
2025-10-13 03:08:00,24587.6,24593.0,24583.3,24587.6,373,100,0
2025-10-13 03:09:00,24588.0,24592.4,24582.5,24590.4,340,100,0
2025-10-13 03:10:00,24590.5,24600.2,24588.3,24599.6,329,100,0
2025-10-13 03:11:00,24599.8,24601.8,24594.8,24600.8,302,100,0
2025-10-13 03:12:00,24601.0,24602.3,24599.1,24599.7,264,100,0
2025-10-13 03:13:00,24599.6,24601.1,24595.3,24598.6,225,100,0
2025-10-13 03:14:00,24598.6,24608.5,24598.6,24606.8,231,100,0
2025-10-13 03:15:00,24606.6,24612.2,24601.3,24606.8,366,100,0
2025-10-13 03:16:00,24607.0,24610.7,24602.5,24606.1,291,100,0
2025-10-13 03:17:00,24606.0,24611.5,24604.0,24610.6,292,100,0
2025-10-13 03:18:00,24610.5,24619.7,24608.6,24615.6,363,100,0
2025-10-13 03:19:00,24616.1,24625.2,24615.8,24625.2,343,100,0
2025-10-13 03:20:00,24625.2,24631.1,24622.5,24627.7,350,100,0
2025-10-13 03:21:00,24627.7,24627.8,24617.1,24617.8,334,100,0
2025-10-13 03:22:00,24617.7,24622.6,24610.7,24618.6,316,100,0
2025-10-13 03:23:00,24618.7,24621.1,24606.2,24608.7,293,100,0
2025-10-13 03:24:00,24609.7,24615.8,24602.5,24604.5,321,100,0
2025-10-13 03:25:00,24604.6,24615.2,24601.0,24612.1,332,100,0
2025-10-13 03:26:00,24611.8,24612.1,24605.8,24609.3,276,100,0
2025-10-13 03:27:00,24609.2,24612.8,24606.3,24610.5,271,100,0
2025-10-13 03:28:00,24611.3,24613.8,24609.1,24610.7,251,100,0
2025-10-13 03:29:00,24610.6,24612.5,24604.6,24612.1,251,100,0
2025-10-13 03:30:00,24612.0,24612.7,24603.0,24606.3,243,100,0
2025-10-13 03:31:00,24606.5,24611.2,24604.3,24607.7,320,100,0
2025-10-13 03:32:00,24607.6,24609.3,24605.0,24607.1,195,100,0
2025-10-13 03:33:00,24607.2,24613.5,24605.6,24613.1,199,100,0
2025-10-13 03:34:00,24612.8,24616.5,24611.8,24616.0,267,100,0
2025-10-13 03:35:00,24616.1,24620.2,24613.3,24619.5,237,100,0
2025-10-13 03:36:00,24619.7,24624.5,24619.7,24621.2,244,100,0
2025-10-13 03:37:00,24621.0,24628.3,24620.7,24621.7,235,100,0
2025-10-13 03:38:00,24622.1,24628.1,24621.6,24625.0,198,100,0
2025-10-13 03:39:00,24625.2,24626.1,24616.6,24617.8,284,100,0
2025-10-13 03:40:00,24618.1,24624.2,24615.2,24622.1,264,100,0
2025-10-13 03:41:00,24622.3,24622.3,24616.1,24617.8,228,100,0
2025-10-13 03:42:00,24617.8,24631.2,24617.0,24627.8,246,100,0
2025-10-13 03:43:00,24628.0,24631.2,24626.6,24628.5,225,100,0
2025-10-13 03:44:00,24628.8,24635.7,24628.1,24634.7,215,100,0
2025-10-13 03:45:00,24634.5,24638.5,24630.2,24636.5,350,100,0
2025-10-13 03:46:00,24636.5,24639.5,24633.5,24635.3,251,100,0
2025-10-13 03:47:00,24635.7,24640.8,24634.3,24635.7,295,100,0
2025-10-13 03:48:00,24635.5,24638.0,24631.8,24636.2,273,100,0
2025-10-13 03:49:00,24636.1,24636.2,24632.3,24634.7,235,100,0
2025-10-13 03:50:00,24635.0,24639.5,24633.0,24634.5,251,100,0
2025-10-13 03:51:00,24635.6,24641.6,24635.5,24640.6,286,100,0
2025-10-13 03:52:00,24640.8,24646.7,24639.7,24646.2,331,100,0
2025-10-13 03:53:00,24646.2,24646.5,24640.1,24640.5,211,100,0
2025-10-13 03:54:00,24640.7,24643.7,24638.8,24642.0,191,100,0
2025-10-13 03:55:00,24642.2,24653.0,24641.7,24650.7,301,100,0
2025-10-13 03:56:00,24650.5,24658.1,24647.2,24652.2,279,100,0
2025-10-13 03:57:00,24652.6,24653.8,24642.8,24643.2,258,100,0
2025-10-13 03:58:00,24643.0,24652.7,24642.8,24652.5,251,100,0
2025-10-13 03:59:00,24652.3,24652.8,24649.6,24651.2,223,100,0
2025-10-13 04:00:00,24651.5,24658.8,24647.5,24653.2,413,100,0
2025-10-13 04:01:00,24653.5,24657.7,24650.0,24650.2,384,100,0
2025-10-13 04:02:00,24650.5,24659.3,24649.5,24656.0,312,100,0
2025-10-13 04:03:00,24655.8,24659.3,24652.2,24656.2,311,100,0
2025-10-13 04:04:00,24656.3,24656.6,24652.1,24653.1,270,100,0
2025-10-13 04:05:00,24653.0,24664.0,24652.2,24663.7,311,100,0
2025-10-13 04:06:00,24663.8,24672.8,24661.0,24667.8,385,100,0
2025-10-13 04:07:00,24668.0,24668.0,24658.7,24662.6,373,100,0
2025-10-13 04:08:00,24662.3,24668.0,24661.7,24667.2,316,100,0
2025-10-13 04:09:00,24667.3,24668.1,24655.1,24657.3,327,100,0
2025-10-13 04:10:00,24657.3,24660.8,24652.3,24657.7,280,100,0
2025-10-13 04:11:00,24657.8,24663.7,24655.1,24657.2,248,100,0
2025-10-13 04:12:00,24657.3,24657.6,24646.6,24646.7,344,100,0
2025-10-13 04:13:00,24646.8,24653.7,24646.8,24650.0,267,100,0
2025-10-13 04:14:00,24650.2,24653.0,24649.0,24649.0,212,100,0
2025-10-13 04:15:00,24648.8,24653.0,24647.8,24652.1,313,100,0
2025-10-13 04:16:00,24652.0,24659.1,24649.8,24658.5,283,100,0
2025-10-13 04:17:00,24658.6,24658.6,24647.5,24649.8,291,100,0
2025-10-13 04:18:00,24650.0,24656.5,24648.3,24654.6,229,100,0
2025-10-13 04:19:00,24655.0,24656.6,24650.2,24656.6,245,100,0
2025-10-13 04:20:00,24656.3,24660.8,24654.5,24656.5,295,100,0
2025-10-13 04:21:00,24656.3,24658.3,24652.6,24658.3,265,100,0
2025-10-13 04:22:00,24658.2,24665.8,24658.0,24663.8,245,100,0
2025-10-13 04:23:00,24664.0,24669.3,24662.0,24666.7,260,100,0
2025-10-13 04:24:00,24666.7,24667.7,24660.0,24661.8,214,100,0
2025-10-13 04:25:00,24662.2,24665.1,24661.0,24664.6,273,100,0
2025-10-13 04:26:00,24664.6,24669.2,24662.0,24669.1,262,100,0
2025-10-13 04:27:00,24669.0,24669.0,24665.2,24665.7,247,100,0
2025-10-13 04:28:00,24666.0,24667.8,24664.2,24667.1,211,100,0
2025-10-13 04:29:00,24667.1,24668.2,24664.2,24664.7,217,100,0
2025-10-13 04:30:00,24665.1,24675.1,24665.1,24674.2,290,100,0
2025-10-13 04:31:00,24673.7,24677.5,24670.3,24676.3,258,100,0
2025-10-13 04:32:00,24676.2,24679.3,24674.7,24677.3,287,100,0
2025-10-13 04:33:00,24677.1,24679.2,24673.1,24673.5,225,100,0
2025-10-13 04:34:00,24673.2,24675.1,24670.7,24671.2,251,100,0
2025-10-13 04:35:00,24671.2,24674.3,24667.3,24667.7,248,100,0
2025-10-13 04:36:00,24667.8,24667.8,24657.7,24661.2,364,100,0
2025-10-13 04:37:00,24661.1,24663.0,24653.0,24654.1,301,100,0
2025-10-13 04:38:00,24653.8,24655.6,24652.2,24654.2,306,100,0
2025-10-13 04:39:00,24655.1,24657.1,24653.7,24655.0,271,100,0
2025-10-13 04:40:00,24655.1,24664.5,24655.1,24662.7,285,100,0
2025-10-13 04:41:00,24662.6,24666.1,24657.1,24665.0,239,100,0
2025-10-13 04:42:00,24664.7,24664.7,24661.5,24663.6,221,100,0
2025-10-13 04:43:00,24663.6,24670.6,24663.2,24670.3,204,100,0
2025-10-13 04:44:00,24670.5,24672.2,24668.7,24671.0,165,100,0
2025-10-13 04:45:00,24671.3,24674.1,24670.7,24673.7,197,100,0
2025-10-13 04:46:00,24673.5,24676.5,24672.7,24675.7,187,100,0
2025-10-13 04:47:00,24675.7,24679.3,24675.6,24677.1,216,100,0
2025-10-13 04:48:00,24677.0,24679.3,24676.5,24676.6,200,100,0
2025-10-13 04:49:00,24676.8,24677.5,24674.8,24675.7,125,100,0
2025-10-13 04:50:00,24675.7,24676.7,24672.0,24673.2,186,100,0
2025-10-13 04:51:00,24673.1,24677.7,24673.0,24675.5,149,100,0
2025-10-13 04:52:00,24675.6,24677.1,24672.3,24675.0,175,100,0
2025-10-13 04:53:00,24675.2,24677.1,24673.7,24675.5,150,100,0
2025-10-13 04:54:00,24675.3,24677.0,24674.7,24676.5,151,100,0
2025-10-13 04:55:00,24676.5,24679.7,24675.5,24675.5,160,100,0
2025-10-13 04:56:00,24675.7,24677.7,24673.7,24673.7,116,100,0
2025-10-13 04:57:00,24673.7,24678.5,24672.1,24677.5,179,100,0
2025-10-13 04:58:00,24677.6,24678.8,24671.8,24672.2,189,100,0
2025-10-13 04:59:00,24672.1,24677.7,24672.0,24677.2,186,100,0
2025-10-13 05:00:00,24677.2,24677.3,24668.2,24673.2,289,100,0
2025-10-13 05:01:00,24673.3,24679.3,24672.5,24678.3,244,100,0
2025-10-13 05:02:00,24678.5,24678.5,24673.8,24674.3,182,100,0
2025-10-13 05:03:00,24674.2,24674.2,24664.0,24666.2,266,100,0
2025-10-13 05:04:00,24666.3,24670.2,24665.1,24666.1,239,100,0
2025-10-13 05:05:00,24666.2,24672.3,24665.7,24671.3,239,100,0
2025-10-13 05:06:00,24671.1,24674.3,24668.5,24673.7,196,100,0
2025-10-13 05:07:00,24673.6,24677.2,24668.5,24669.1,190,100,0
2025-10-13 05:08:00,24668.3,24670.2,24666.0,24669.3,184,100,0
2025-10-13 05:09:00,24669.1,24675.0,24669.0,24674.8,211,100,0
2025-10-13 05:10:00,24675.3,24675.5,24669.6,24671.0,148,100,0
2025-10-13 05:11:00,24670.8,24672.3,24666.2,24667.2,156,100,0
2025-10-13 05:12:00,24667.1,24669.6,24666.2,24667.5,127,100,0
2025-10-13 05:13:00,24667.6,24668.7,24659.0,24664.6,183,100,0
2025-10-13 05:14:00,24664.5,24666.1,24662.6,24666.1,143,100,0
2025-10-13 05:15:00,24666.1,24673.2,24666.0,24673.0,168,100,0
2025-10-13 05:16:00,24673.0,24674.6,24669.2,24669.3,156,100,0
2025-10-13 05:17:00,24669.5,24671.2,24667.1,24670.8,163,100,0
2025-10-13 05:18:00,24670.6,24671.6,24663.3,24664.0,181,100,0
2025-10-13 05:19:00,24663.7,24669.2,24663.7,24667.6,173,100,0
2025-10-13 05:20:00,24667.6,24672.6,24667.3,24670.1,156,100,0
2025-10-13 05:21:00,24669.8,24670.0,24667.8,24669.3,149,100,0
2025-10-13 05:22:00,24669.5,24669.5,24663.3,24664.7,149,100,0
2025-10-13 05:23:00,24664.7,24665.2,24659.0,24660.0,168,100,0
2025-10-13 05:24:00,24660.6,24667.3,24658.0,24667.3,219,100,0
2025-10-13 05:25:00,24667.3,24672.0,24667.3,24670.5,84,100,0
2025-10-13 05:26:00,24670.2,24670.3,24665.2,24667.5,112,100,0
2025-10-13 05:27:00,24667.1,24668.8,24665.8,24668.6,122,100,0
2025-10-13 05:28:00,24668.5,24669.8,24668.5,24669.2,88,100,0
2025-10-13 05:29:00,24669.3,24672.7,24669.2,24671.6,103,100,0
2025-10-13 05:30:00,24671.7,24673.6,24668.5,24668.5,95,100,0
2025-10-13 05:31:00,24669.0,24669.0,24665.6,24667.6,111,100,0
2025-10-13 05:32:00,24667.3,24669.6,24667.3,24669.3,105,100,0
2025-10-13 05:33:00,24669.2,24673.8,24669.2,24671.6,181,100,0
2025-10-13 05:34:00,24671.8,24673.0,24670.8,24672.7,127,100,0
2025-10-13 05:35:00,24672.8,24673.0,24667.1,24668.7,205,100,0
2025-10-13 05:36:00,24669.0,24673.1,24669.0,24670.8,170,100,0
2025-10-13 05:37:00,24670.6,24671.7,24668.2,24669.1,181,100,0
2025-10-13 05:38:00,24669.0,24669.0,24662.8,24665.1,143,100,0
2025-10-13 05:39:00,24665.2,24668.6,24663.5,24666.8,163,100,0
2025-10-13 05:40:00,24666.7,24667.3,24663.3,24664.0,110,100,0
2025-10-13 05:41:00,24663.7,24665.6,24663.6,24664.2,147,100,0
2025-10-13 05:42:00,24664.2,24664.5,24660.5,24661.8,148,100,0
2025-10-13 05:43:00,24661.7,24662.2,24659.1,24660.2,168,100,0
2025-10-13 05:44:00,24660.8,24661.0,24658.5,24659.0,181,100,0
2025-10-13 05:45:00,24659.1,24663.7,24656.8,24663.1,182,100,0
2025-10-13 05:46:00,24663.3,24665.0,24661.2,24663.7,121,100,0
2025-10-13 05:47:00,24664.0,24668.5,24663.7,24668.0,131,100,0
2025-10-13 05:48:00,24668.0,24668.2,24664.7,24666.3,124,100,0
2025-10-13 05:49:00,24666.3,24666.5,24663.1,24663.1,99,100,0
2025-10-13 05:50:00,24662.8,24662.8,24656.5,24656.8,167,100,0
2025-10-13 05:51:00,24657.0,24660.0,24655.6,24659.7,167,100,0
2025-10-13 05:52:00,24659.3,24659.6,24654.3,24655.1,124,100,0
2025-10-13 05:53:00,24655.0,24656.1,24652.0,24656.0,200,100,0
2025-10-13 05:54:00,24656.0,24656.7,24651.2,24651.3,183,100,0
2025-10-13 05:55:00,24650.6,24652.0,24650.1,24651.0,133,100,0
2025-10-13 05:56:00,24651.0,24652.3,24649.7,24649.7,162,100,0
2025-10-13 05:57:00,24649.5,24649.6,24638.3,24641.0,262,100,0
2025-10-13 05:58:00,24641.6,24643.6,24639.7,24640.1,202,100,0
2025-10-13 05:59:00,24640.0,24640.0,24630.2,24631.6,252,100,0
2025-10-13 06:00:00,24631.0,24639.6,24630.3,24633.2,246,100,0
2025-10-13 06:01:00,24633.3,24635.1,24620.2,24633.8,272,100,0
2025-10-13 06:02:00,24634.1,24642.5,24633.7,24640.5,302,100,0
2025-10-13 06:03:00,24640.6,24643.3,24639.0,24642.2,234,100,0
2025-10-13 06:04:00,24642.1,24643.2,24638.0,24638.0,216,100,0
2025-10-13 06:05:00,24637.8,24651.7,24636.8,24649.0,270,100,0
2025-10-13 06:06:00,24648.7,24653.8,24646.5,24651.1,275,100,0
2025-10-13 06:07:00,24651.2,24658.3,24651.0,24655.5,206,100,0
2025-10-13 06:08:00,24655.2,24659.2,24654.8,24659.2,139,100,0
2025-10-13 06:09:00,24659.0,24665.2,24657.5,24665.1,193,100,0
2025-10-13 06:10:00,24665.1,24665.2,24661.8,24664.7,142,100,0
2025-10-13 06:11:00,24665.8,24669.3,24659.0,24659.0,179,100,0
2025-10-13 06:12:00,24659.1,24663.3,24655.8,24660.2,201,100,0
2025-10-13 06:13:00,24660.2,24662.5,24659.3,24661.5,135,100,0
2025-10-13 06:14:00,24661.2,24662.1,24660.1,24661.5,120,100,0
2025-10-13 06:15:00,24661.5,24661.6,24659.3,24660.3,149,100,0
2025-10-13 06:16:00,24660.5,24660.6,24657.6,24658.3,145,100,0
2025-10-13 06:17:00,24658.5,24662.0,24657.5,24659.8,91,100,0
2025-10-13 06:18:00,24660.0,24661.3,24656.5,24656.5,100,100,0
2025-10-13 06:19:00,24656.6,24656.6,24651.6,24652.1,198,100,0
2025-10-13 06:20:00,24652.2,24653.3,24646.2,24646.7,175,100,0
2025-10-13 06:21:00,24647.1,24656.0,24646.7,24655.7,157,100,0
2025-10-13 06:22:00,24656.0,24657.3,24653.2,24655.5,153,100,0
2025-10-13 06:23:00,24655.3,24655.5,24649.6,24650.7,144,100,0
2025-10-13 06:24:00,24650.7,24650.7,24646.1,24646.8,213,100,0
2025-10-13 06:25:00,24646.7,24651.1,24644.0,24651.1,162,100,0
2025-10-13 06:26:00,24650.8,24653.7,24649.0,24649.5,156,100,0
2025-10-13 06:27:00,24649.5,24649.6,24643.7,24644.1,109,100,0
2025-10-13 06:28:00,24644.0,24645.2,24642.2,24644.2,182,100,0
2025-10-13 06:29:00,24644.1,24645.3,24642.7,24644.6,175,100,0
2025-10-13 06:30:00,24643.8,24645.1,24641.8,24642.7,185,100,0
2025-10-13 06:31:00,24642.6,24644.2,24637.3,24639.5,224,100,0
2025-10-13 06:32:00,24639.6,24641.3,24637.1,24638.5,153,100,0
2025-10-13 06:33:00,24638.5,24638.7,24631.3,24631.8,200,100,0
2025-10-13 06:34:00,24632.0,24637.7,24631.8,24636.2,199,100,0
2025-10-13 06:35:00,24636.2,24639.2,24635.7,24636.1,103,100,0
2025-10-13 06:36:00,24636.2,24638.7,24635.2,24638.5,117,100,0
2025-10-13 06:37:00,24638.3,24639.1,24633.5,24636.8,148,100,0
2025-10-13 06:38:00,24636.5,24640.3,24636.2,24636.3,163,100,0
2025-10-13 06:39:00,24636.2,24636.3,24628.0,24629.0,215,100,0
2025-10-13 06:40:00,24629.5,24631.6,24623.0,24623.0,217,100,0
2025-10-13 06:41:00,24622.8,24632.0,24619.0,24628.7,248,100,0
2025-10-13 06:42:00,24628.7,24629.1,24618.8,24620.8,237,100,0
2025-10-13 06:43:00,24620.8,24629.0,24619.3,24627.0,232,100,0
2025-10-13 06:44:00,24627.1,24628.1,24619.8,24620.8,190,100,0
2025-10-13 06:45:00,24621.0,24626.3,24619.0,24622.3,201,100,0
2025-10-13 06:46:00,24623.1,24623.1,24614.0,24617.8,206,100,0
2025-10-13 06:47:00,24617.3,24618.7,24613.6,24614.2,214,100,0
2025-10-13 06:48:00,24614.1,24621.0,24614.1,24620.3,219,100,0
2025-10-13 06:49:00,24620.5,24620.6,24609.8,24611.3,246,100,0
2025-10-13 06:50:00,24611.2,24615.8,24605.0,24611.3,290,100,0
2025-10-13 06:51:00,24611.6,24616.7,24611.0,24613.6,210,100,0
2025-10-13 06:52:00,24613.6,24613.6,24597.3,24599.0,305,100,0
2025-10-13 06:53:00,24598.7,24602.7,24598.2,24601.3,277,100,0
2025-10-13 06:54:00,24601.1,24606.7,24600.3,24604.7,203,100,0
2025-10-13 06:55:00,24604.3,24605.1,24597.5,24599.0,239,100,0
2025-10-13 06:56:00,24599.0,24603.6,24595.3,24599.6,226,100,0
