timestamp_entry,direction,entry_price,exit_price,outcome,result_pips
2025-10-30 14:51:00,SHORT,25961.3,25961.3,TIMEOUT,0.0
2025-10-30 14:56:00,SHORT,25960.2,25960.2,TIMEOUT,0.0
2025-10-30 14:57:00,SHORT,25959.3,25959.3,TIMEOUT,0.0
2025-10-30 14:58:00,SHORT,25955.6,25955.6,TIMEOUT,0.0
2025-10-30 14:59:00,SHORT,25947.6,25947.6,TIMEOUT,0.0
2025-10-30 15:01:00,SHORT,25952.2,25952.2,TIMEOUT,0.0
2025-10-30 15:03:00,SHORT,25945.6,25945.6,TIMEOUT,0.0
2025-10-30 15:04:00,SHORT,25943.4,25943.4,TIMEOUT,0.0
2025-10-30 15:07:00,SHORT,25959.7,25959.7,TIMEOUT,0.0
2025-10-30 15:09:00,SHORT,25961.9,25961.9,TIMEOUT,0.0
2025-10-30 15:16:00,SHORT,25955.9,25955.9,TIMEOUT,0.0
2025-10-30 15:28:00,SHORT,25961.7,25961.7,TIMEOUT,0.0
2025-10-30 15:32:00,SHORT,25928.2,25928.2,TIMEOUT,0.0
2025-10-30 15:57:00,LONG,25989.0,25989.0,TIMEOUT,0.0
2025-10-30 16:00:00,LONG,26014.1,25985.142857142855,SL,-28.95714285714348
2025-10-30 16:05:00,LONG,26011.6,25979.7,SL,-31.899999999997817
2025-10-30 16:14:00,LONG,25969.4,25936.57142857143,SL,-32.828571428570285
2025-10-30 16:44:00,SHORT,25941.7,25908.860714285714,TP,32.839285714286234
2025-10-31 15:57:00,SHORT,25952.7,25973.4,SL,-20.700000000000728
2025-10-31 16:00:00,SHORT,25953.3,25972.421428571426,SL,-19.121428571426804
2025-10-31 16:03:00,SHORT,25953.3,25972.985714285714,SL,-19.68571428571522
2025-10-31 16:04:00,SHORT,25929.1,25949.921428571426,SL,-20.821428571427532
2025-10-31 16:07:00,SHORT,25961.2,25961.2,TIMEOUT,0.0
2025-10-31 16:09:00,SHORT,25958.7,25958.7,TIMEOUT,0.0
2025-10-31 16:11:00,SHORT,25954.0,25974.52857142857,SL,-20.528571428571013
2025-10-31 16:13:00,SHORT,25956.0,25976.428571428572,SL,-20.428571428572468
2025-10-31 16:14:00,SHORT,25948.5,25968.885714285716,SL,-20.38571428571595
2025-10-31 16:21:00,SHORT,25931.1,25949.228571428568,SL,-18.128571428569558
2025-10-31 17:40:00,SHORT,25954.2,25954.2,TIMEOUT,0.0
2025-10-31 17:41:00,SHORT,25947.8,25947.8,TIMEOUT,0.0
2025-10-31 17:43:00,SHORT,25949.1,25949.1,TIMEOUT,0.0
2025-10-31 17:47:00,SHORT,25954.7,25923.735714285714,TP,30.964285714286234
2025-10-31 17:48:00,SHORT,25942.2,25942.2,TIMEOUT,0.0
2025-10-31 17:49:00,SHORT,25936.5,25936.5,TIMEOUT,0.0
2025-10-31 17:52:00,SHORT,25951.5,25915.575,TP,35.92499999999927
2025-10-31 17:54:00,SHORT,25945.5,25908.589285714286,TP,36.910714285713766
2025-10-31 17:55:00,SHORT,25929.2,25890.821428571428,TP,38.378571428573196
