time,open,high,low,close,tick_volume,spread,real_volume,ema20,ema50,atr,vwap,hour
2025-10-06 14:00:00,24967.0,24967.0,24952.6,24952.6,426,100,0,24955.619087227195,24943.813230221098,10.300000000000571,24883.60885841768,14
2025-10-06 14:01:00,24953.3,24957.2,24950.3,24955.1,353,100,0,24955.569650348414,24944.2558486438,10.700000000000728,24883.882444196315,14
2025-10-06 14:02:00,24954.6,24958.8,24948.6,24953.7,341,100,0,24955.391588410468,24944.626207520516,11.178571428572209,24884.139592154155,14
2025-10-06 14:03:00,24953.6,24956.8,24949.1,24954.1,392,100,0,24955.26857999042,24944.997728794224,11.59285714285787,24884.43455515402,14
2025-10-06 14:04:00,24953.8,24963.3,24953.3,24956.1,326,100,0,24955.347762848476,24945.433111978764,10.807142857143585,24884.684956378216,14
2025-10-06 14:05:00,24955.3,24957.1,24950.2,24954.2,329,100,0,24955.238452101003,24945.77691150901,10.50000000000052,24884.929217887242,14
2025-10-06 14:06:00,24954.3,24956.0,24946.6,24949.6,307,100,0,24954.701456662813,24945.926836547875,10.435714285714962,24885.140569311676,14
2025-10-06 14:07:00,24949.7,24951.6,24947.3,24949.6,285,100,0,24954.21560364731,24946.07088217345,10.071428571429092,24885.335542277364,14
2025-10-06 14:08:00,24949.3,24950.8,24947.7,24949.1,222,100,0,24953.728403299945,24946.189671107826,9.25000000000026,24885.48542537985,14
2025-10-06 14:09:00,24949.2,24949.8,24941.3,24945.2,249,100,0,24952.916174414237,24946.150860476147,8.778571428571793,24885.642446195114,14
2025-10-06 14:10:00,24945.5,24949.0,24941.8,24948.6,265,100,0,24952.50511018431,24946.246905163356,8.392857142857403,24885.818140460622,14
2025-10-06 14:11:00,24948.5,24948.8,24942.6,24947.3,244,100,0,24952.009385404854,24946.288203000087,8.078571428571845,24885.975715050998,14
2025-10-06 14:12:00,24947.6,24951.2,24945.0,24947.6,216,100,0,24951.589443937726,24946.339646019693,7.72857142857174,24886.1152139511,14
2025-10-06 14:13:00,24947.8,24954.8,24947.8,24954.3,248,100,0,24951.84759213413,24946.651816764017,7.735714285714494,24886.291971108116,14
2025-10-06 14:14:00,24954.1,24956.5,24948.8,24948.8,256,100,0,24951.557345264213,24946.73605924386,7.25000000000026,24886.45879299021,14
2025-10-06 14:15:00,24949.0,24949.0,24944.6,24947.2,214,100,0,24951.142360000955,24946.754252999006,7.071428571428831,24886.594002309208,14
2025-10-06 14:16:00,24947.1,24948.2,24943.3,24948.1,213,100,0,24950.852611429436,24946.8070273912,6.692857142857455,24886.729973015055,14
2025-10-06 14:17:00,24949.5,24950.5,24941.3,24941.6,241,100,0,24949.97141034092,24946.602830238604,6.800000000000312,24886.86687683118,14
2025-10-06 14:18:00,24940.7,24946.3,24938.2,24939.6,282,100,0,24948.98365697512,24946.32820944493,6.664285714285922,24887.02038442084,14
2025-10-06 14:19:00,24939.8,24945.3,24939.3,24941.6,309,100,0,24948.28045154892,24946.1427894667,6.600000000000364,24887.19392582989,14
2025-10-06 14:20:00,24941.5,24944.3,24931.3,24935.7,334,100,0,24947.082313306164,24945.733268311145,6.857142857143117,24887.36006296403,14
2025-10-06 14:21:00,24934.8,24935.1,24924.3,24927.5,314,100,0,24945.21733108653,24945.018238181296,7.36428571428613,24887.488898088526,14
2025-10-06 14:22:00,24927.2,24929.7,24924.5,24928.3,311,100,0,24943.606156697337,24944.362620997716,7.514285714286286,24887.618224799022,14
2025-10-06 14:23:00,24928.2,24934.3,24928.2,24932.6,249,100,0,24942.55795129759,24943.901341742905,7.342857142857611,24887.732062201452,14
2025-10-06 14:24:00,24932.7,24937.6,24929.6,24931.3,257,100,0,24941.485765459725,24943.40717147848,7.400000000000416,24887.84556752867,14
2025-10-06 14:25:00,24931.6,24932.7,24924.6,24929.6,261,100,0,24940.353787796896,24942.86571377344,7.535714285714805,24887.95574978769,14
2025-10-06 14:26:00,24929.6,24936.6,24929.6,24935.1,234,100,0,24939.853427054335,24942.561175978404,7.592857142857611,24888.06702204919,14
2025-10-06 14:27:00,24934.8,24945.1,24934.8,24944.1,278,100,0,24940.257862572973,24942.621522018468,7.814285714286078,24888.22370247436,14
2025-10-06 14:28:00,24944.6,24948.0,24943.1,24945.5,213,100,0,24940.7571137565,24942.73440350794,7.61428571428613,24888.346150371875,14
2025-10-06 14:29:00,24945.3,24951.5,24944.7,24948.2,256,100,0,24941.465960065405,24942.948740625277,7.785714285714546,24888.49954649662,14
2025-10-06 14:30:00,24948.3,24955.3,24948.2,24953.8,291,100,0,24942.640630535367,24943.3742802086,7.942857142857195,24888.689229387113,14
2025-10-06 14:31:00,24953.6,24958.2,24953.1,24957.7,233,100,0,24944.074856198666,24943.936073141598,7.650000000000156,24888.84936313028,14
2025-10-06 14:32:00,24957.6,24961.1,24950.0,24952.1,289,100,0,24944.839155608315,24944.256227136048,7.86428571428587,24889.030883199946,14
