time,open,high,low,close,tick_volume,spread,real_volume
2025-10-06 01:00:00,24827.9,24830.9,24814.9,24819.2,158,100,0
2025-10-06 01:01:00,24819.3,24823.7,24810.7,24814.7,188,100,0
2025-10-06 01:02:00,24814.2,24816.1,24806.6,24809.1,128,100,0
2025-10-06 01:03:00,24808.6,24816.2,24808.1,24812.6,96,100,0
2025-10-06 01:04:00,24812.7,24823.8,24811.7,24815.7,143,100,0
2025-10-06 01:05:00,24815.8,24829.0,24814.7,24828.5,138,100,0
2025-10-06 01:06:00,24829.0,24832.1,24821.6,24824.8,293,100,0
2025-10-06 01:07:00,24825.0,24827.3,24816.3,24818.2,197,100,0
2025-10-06 01:08:00,24818.3,24823.5,24816.2,24822.1,181,100,0
2025-10-06 01:09:00,24822.2,24827.5,24817.5,24818.8,198,90,0
2025-10-06 01:10:00,24819.2,24822.2,24815.7,24817.6,189,100,0
2025-10-06 01:11:00,24817.5,24818.7,24809.0,24811.0,189,100,0
2025-10-06 01:12:00,24810.7,24823.0,24810.1,24822.7,187,100,0
2025-10-06 01:13:00,24822.8,24825.1,24821.0,24823.6,207,100,0
2025-10-06 01:14:00,24823.8,24828.5,24823.3,24828.3,172,100,0
2025-10-06 01:15:00,24828.5,24831.3,24826.0,24830.5,157,100,0
2025-10-06 01:16:00,24830.3,24837.5,24825.1,24835.1,168,100,0
2025-10-06 01:17:00,24834.8,24839.0,24832.6,24833.5,186,100,0
2025-10-06 01:18:00,24832.7,24836.8,24832.7,24836.7,123,100,0
2025-10-06 01:19:00,24836.7,24836.7,24832.0,24834.7,159,100,0
2025-10-06 01:20:00,24835.0,24843.1,24835.0,24838.3,194,100,0
2025-10-06 01:21:00,24838.1,24840.1,24836.3,24840.0,142,100,0
2025-10-06 01:22:00,24840.1,24841.0,24832.8,24834.2,154,100,0
2025-10-06 01:23:00,24834.1,24837.2,24833.3,24833.5,118,100,0
2025-10-06 01:24:00,24834.0,24836.3,24833.0,24834.3,130,100,0
2025-10-06 01:25:00,24835.0,24838.1,24834.3,24837.8,81,100,0
2025-10-06 01:26:00,24838.0,24839.0,24836.2,24836.5,109,100,0
2025-10-06 01:27:00,24836.1,24838.2,24832.5,24834.1,175,100,0
2025-10-06 01:28:00,24834.2,24836.6,24833.7,24835.0,114,100,0
2025-10-06 01:29:00,24835.0,24835.3,24833.2,24834.5,76,100,0
2025-10-06 01:30:00,24834.2,24837.8,24833.7,24836.2,109,100,0
2025-10-06 01:31:00,24836.0,24837.1,24833.8,24837.1,92,100,0
2025-10-06 01:32:00,24837.0,24837.5,24834.1,24834.6,107,100,0
2025-10-06 01:33:00,24834.6,24836.7,24833.2,24835.0,81,100,0
2025-10-06 01:34:00,24835.0,24838.2,24834.2,24838.2,76,100,0
2025-10-06 01:35:00,24838.1,24838.3,24836.0,24836.0,85,100,0
2025-10-06 01:36:00,24836.0,24836.7,24835.6,24835.8,50,100,0
2025-10-06 01:37:00,24835.7,24836.3,24834.0,24836.3,58,100,0
2025-10-06 01:38:00,24837.1,24839.3,24836.2,24839.3,73,100,0
2025-10-06 01:39:00,24839.5,24839.8,24834.1,24834.6,64,100,0
2025-10-06 01:40:00,24834.5,24837.5,24833.8,24836.5,95,100,0
2025-10-06 01:41:00,24836.2,24836.3,24834.8,24835.6,49,100,0
2025-10-06 01:42:00,24835.6,24838.3,24835.6,24836.7,79,100,0
2025-10-06 01:43:00,24837.1,24837.1,24835.0,24836.6,59,100,0
2025-10-06 01:44:00,24836.7,24840.2,24835.5,24839.3,50,100,0
2025-10-06 01:45:00,24839.1,24847.3,24839.1,24843.7,168,100,0
2025-10-06 01:46:00,24843.6,24850.5,24843.6,24849.1,154,100,0
2025-10-06 01:47:00,24848.8,24848.8,24844.1,24846.5,113,100,0
2025-10-06 01:48:00,24846.2,24849.1,24846.2,24847.2,104,100,0
2025-10-06 01:49:00,24847.2,24847.2,24845.0,24846.6,59,100,0
2025-10-06 01:50:00,24846.7,24847.8,24840.7,24845.1,98,100,0
2025-10-06 01:51:00,24845.1,24847.8,24844.3,24847.8,107,100,0
2025-10-06 01:52:00,24848.2,24850.1,24846.0,24850.1,118,100,0
2025-10-06 01:53:00,24850.1,24851.1,24849.7,24850.1,75,100,0
2025-10-06 01:54:00,24850.0,24852.3,24848.3,24850.1,94,100,0
2025-10-06 01:55:00,24850.0,24850.1,24847.2,24849.0,110,100,0
2025-10-06 01:56:00,24849.1,24852.3,24848.6,24851.8,83,100,0
2025-10-06 01:57:00,24852.0,24854.1,24851.6,24852.5,93,100,0
2025-10-06 01:58:00,24852.2,24852.2,24850.3,24850.6,96,100,0
2025-10-06 01:59:00,24850.3,24851.1,24848.2,24848.8,83,100,0
2025-10-06 02:00:00,24849.0,24854.5,24848.3,24854.2,181,100,0
2025-10-06 02:01:00,24854.2,24858.7,24853.3,24856.3,174,100,0
2025-10-06 02:02:00,24856.5,24857.3,24854.0,24855.8,94,100,0
2025-10-06 02:03:00,24856.0,24856.6,24854.5,24855.1,115,100,0
2025-10-06 02:04:00,24855.0,24856.6,24854.0,24855.5,100,100,0
2025-10-06 02:05:00,24855.1,24857.7,24853.8,24855.6,100,100,0
2025-10-06 02:06:00,24855.8,24857.0,24852.8,24855.6,92,100,0
2025-10-06 02:07:00,24855.6,24856.1,24852.6,24853.0,68,100,0
2025-10-06 02:08:00,24853.7,24854.8,24852.1,24854.8,98,100,0
2025-10-06 02:09:00,24855.0,24855.5,24854.6,24855.1,64,100,0
2025-10-06 02:10:00,24855.0,24855.1,24852.6,24852.8,65,100,0
2025-10-06 02:11:00,24852.6,24854.7,24852.0,24854.6,77,100,0
2025-10-06 02:12:00,24854.7,24858.6,24854.3,24858.6,72,100,0
2025-10-06 02:13:00,24858.5,24858.7,24854.6,24855.1,68,100,0
2025-10-06 02:14:00,24855.2,24856.1,24854.6,24855.1,51,100,0
2025-10-06 02:15:00,24855.0,24856.1,24853.2,24856.1,95,100,0
2025-10-06 02:16:00,24856.3,24859.1,24856.1,24858.3,90,100,0
2025-10-06 02:17:00,24858.2,24858.3,24856.5,24856.8,60,100,0
2025-10-06 02:18:00,24856.8,24856.8,24854.1,24854.6,59,100,0
2025-10-06 02:19:00,24854.8,24856.0,24854.3,24855.5,54,100,0
2025-10-06 02:20:00,24855.2,24856.2,24853.2,24855.8,80,100,0
2025-10-06 02:21:00,24855.8,24856.3,24853.2,24853.7,59,100,0
2025-10-06 02:22:00,24853.7,24855.1,24852.0,24853.7,72,100,0
2025-10-06 02:23:00,24853.5,24855.0,24853.0,24854.3,78,100,0
2025-10-06 02:24:00,24854.2,24855.2,24853.0,24854.0,74,100,0
2025-10-06 02:25:00,24854.1,24855.7,24853.2,24855.5,54,100,0
2025-10-06 02:26:00,24855.1,24857.6,24855.1,24857.0,87,100,0
2025-10-06 02:27:00,24857.3,24860.1,24856.8,24858.1,75,100,0
2025-10-06 02:28:00,24857.8,24859.0,24856.2,24859.0,59,100,0
2025-10-06 02:29:00,24858.8,24862.3,24857.3,24862.1,100,100,0
2025-10-06 02:30:00,24862.1,24873.5,24862.1,24872.8,323,100,0
2025-10-06 02:31:00,24872.7,24876.1,24870.1,24872.1,256,100,0
2025-10-06 02:32:00,24872.0,24875.7,24871.6,24875.7,178,100,0
2025-10-06 02:33:00,24875.6,24877.0,24870.1,24873.3,170,100,0
2025-10-06 02:34:00,24873.5,24875.1,24871.3,24872.6,165,100,0
2025-10-06 02:35:00,24872.6,24875.0,24871.7,24873.8,133,100,0
2025-10-06 02:36:00,24874.0,24876.5,24873.6,24876.3,183,100,0
2025-10-06 02:37:00,24876.3,24876.7,24872.7,24873.1,137,100,0
2025-10-06 02:38:00,24873.3,24875.0,24873.1,24873.2,91,100,0
2025-10-06 02:39:00,24873.1,24874.3,24872.5,24874.2,69,100,0
2025-10-06 02:40:00,24874.1,24876.1,24874.1,24875.0,67,100,0
2025-10-06 02:41:00,24875.2,24879.8,24874.7,24879.7,86,100,0
2025-10-06 02:42:00,24879.6,24881.8,24877.0,24878.1,105,100,0
2025-10-06 02:43:00,24877.8,24879.7,24877.2,24878.5,120,100,0
2025-10-06 02:44:00,24878.6,24879.6,24877.2,24879.1,96,100,0
2025-10-06 02:45:00,24878.8,24880.7,24876.7,24877.0,152,100,0
2025-10-06 02:46:00,24876.8,24880.8,24875.5,24878.5,267,100,0
2025-10-06 02:47:00,24878.3,24882.5,24876.1,24880.0,319,100,0
2025-10-06 02:48:00,24879.7,24879.7,24868.8,24872.3,287,100,0
2025-10-06 02:49:00,24872.2,24872.3,24868.2,24871.6,279,100,0
2025-10-06 02:50:00,24871.8,24873.7,24870.1,24871.5,212,100,0
2025-10-06 02:51:00,24871.3,24872.0,24866.1,24868.5,225,100,0
2025-10-06 02:52:00,24868.5,24868.5,24863.1,24864.8,238,100,0
2025-10-06 02:53:00,24864.7,24865.3,24863.1,24864.5,111,100,0
2025-10-06 02:54:00,24864.6,24866.3,24864.6,24865.7,128,100,0
2025-10-06 02:55:00,24865.6,24867.6,24864.7,24865.5,196,100,0
2025-10-06 02:56:00,24865.7,24865.8,24862.6,24863.3,155,100,0
2025-10-06 02:57:00,24863.2,24865.0,24862.7,24863.8,132,100,0
2025-10-06 02:58:00,24864.0,24864.0,24859.8,24861.1,183,100,0
2025-10-06 02:59:00,24861.2,24864.1,24860.7,24862.7,179,100,0
2025-10-06 03:00:00,24862.6,24866.0,24858.3,24859.3,375,100,0
2025-10-06 03:01:00,24859.2,24865.7,24859.2,24862.8,274,100,0
2025-10-06 03:02:00,24863.0,24864.1,24860.2,24861.6,265,100,0
2025-10-06 03:03:00,24861.7,24861.8,24857.1,24859.0,280,100,0
2025-10-06 03:04:00,24859.3,24861.8,24858.5,24860.1,211,100,0
2025-10-06 03:05:00,24860.0,24860.8,24857.3,24859.8,232,100,0
