time,open,high,low,close,tick_volume,spread,real_volume,ema20,ema50,atr,vwap,hour
2025-10-13 14:00:00,24675.5,24675.5,24654.5,24657.2,367,100,0,24670.991795686183,24674.50085536728,8.607142857142858,24646.434073615626,14
2025-10-13 14:01:00,24658.0,24658.1,24629.1,24630.5,405,100,0,24667.13543419226,24672.77533162739,9.835714285714337,24646.395011712593,14
2025-10-13 14:02:00,24630.7,24677.3,24628.0,24662.6,396,100,0,24666.70348807871,24672.376299014548,12.921428571428676,24646.43376206954,14
2025-10-13 14:03:00,24666.0,24690.1,24649.1,24649.2,500,100,0,24665.03648921407,24671.467424543393,15.314285714285818,24646.442088944823,14
2025-10-13 14:04:00,24650.2,24653.8,24628.7,24651.3,441,100,0,24663.728252146066,24670.676545149534,16.392857142857142,24646.454952445012,14
2025-10-13 14:05:00,24650.3,24654.8,24602.3,24603.3,472,100,0,24657.97318051311,24668.034327692687,19.378571428571377,24646.332993246167,14
2025-10-13 14:06:00,24604.3,24621.0,24588.7,24594.0,453,100,0,24651.880496654718,24665.131020724348,21.207142857142703,24646.191433638476,14
2025-10-13 14:07:00,24601.7,24607.3,24589.6,24600.0,509,100,0,24646.939496973315,24662.576863048882,22.078571428571326,24646.051466263452,14
2025-10-13 14:08:00,24601.3,24620.2,24581.0,24593.0,506,100,0,24641.802402023477,24659.848358615596,24.58571428571434,24645.892139312946,14
2025-10-13 14:09:00,24594.2,24611.5,24587.5,24599.1,470,100,0,24637.73550659267,24657.466070042436,25.878571428571377,24645.76197189769,14
2025-10-13 14:10:00,24599.2,24609.0,24580.5,24582.1,479,100,0,24632.43688691718,24654.510537883907,27.257142857142753,24645.581994652766,14
2025-10-13 14:11:00,24583.2,24585.7,24558.7,24574.6,497,100,0,24626.92861197269,24651.376791300223,28.814285714285557,24645.374391219928,14
2025-10-13 14:12:00,24575.0,24580.0,24566.7,24576.6,454,100,0,24622.13541083243,24648.444368111977,28.8571428571426,24645.19113707861,14
2025-10-13 14:13:00,24577.6,24592.7,24577.1,24592.3,428,100,0,24619.293943134107,24646.242628186017,29.714285714285715,24645.05860887995,14
2025-10-13 14:14:00,24592.7,24593.0,24590.3,24592.8,24,100,0,24616.77071045467,24644.14683884539,28.407142857142908,24645.051267297302,14
2025-10-13 14:15:00,24609.6,24612.8,24601.6,24611.3,294,100,0,24616.249690411372,24642.858727518123,27.764285714285766,24644.993282884367,14
2025-10-13 14:16:00,24611.1,24612.6,24603.8,24609.8,331,100,0,24615.635434181717,24641.56230683114,24.871428571428623,24644.925343372557,14
2025-10-13 14:17:00,24609.8,24614.7,24605.6,24610.6,291,100,0,24615.155869021553,24640.348098720115,22.59285714285735,24644.867185826086,14
2025-10-13 14:18:00,24610.3,24616.1,24605.3,24616.0,344,100,0,24615.236262448074,24639.393271319324,21.571428571428832,24644.809483660294,14
2025-10-13 14:19:00,24616.1,24622.6,24615.8,24619.5,340,100,0,24615.642332691114,24638.613143032293,18.307142857143067,24644.759579786136,14
2025-10-13 14:20:00,24619.3,24626.3,24616.3,24618.5,374,100,0,24615.914491482436,24637.824392325147,16.714285714285975,24644.702748104868,14
2025-10-13 14:21:00,24618.7,24626.8,24610.5,24612.3,319,100,0,24615.570254198396,24636.823435763377,16.61428571428587,24644.643044204044,14
2025-10-13 14:22:00,24612.1,24613.6,24601.8,24604.1,365,100,0,24614.477849036644,24635.540163772657,14.65714285714291,24644.557748971158,14
2025-10-13 14:23:00,24604.2,24607.3,24599.8,24603.8,303,100,0,24613.460911033155,24634.29545146785,13.478571428571481,24644.486691369828,14
2025-10-13 14:24:00,24603.6,24606.5,24597.1,24599.3,306,100,0,24612.11225283952,24632.92308082205,12.11428571428587,24644.407272132026,14
2025-10-13 14:25:00,24599.6,24611.8,24599.3,24609.6,269,100,0,24611.872990664328,24632.008450201578,11.078571428571584,24644.35357568877,14
2025-10-13 14:26:00,24610.3,24610.3,24592.2,24594.5,310,100,0,24610.218420124867,24630.53753058583,11.421428571428676,24644.265102872658,14
2025-10-13 14:27:00,24594.6,24597.8,24589.1,24592.2,297,100,0,24608.50238011298,24629.03409801384,10.892857142857142,24644.176730350508,14
2025-10-13 14:28:00,24592.1,24597.5,24588.5,24593.8,304,100,0,24607.102153435553,24627.652368679966,11.34285714285709,24644.089360063448,14
2025-10-13 14:29:00,24594.0,24594.5,24584.3,24588.3,321,100,0,24605.311472155976,24626.109138535656,10.642857142857142,24643.987378419635,14
2025-10-13 14:30:00,24588.0,24592.2,24560.3,24564.2,386,100,0,24601.39609385541,24623.681329181316,12.292857142857299,24643.812380248884,14
2025-10-13 14:31:00,24564.3,24594.1,24562.0,24590.1,463,100,0,24600.32027539299,24622.36441431146,13.935714285714182,24643.671442820476,14
2025-10-13 14:32:00,24590.5,24604.6,24588.5,24603.3,368,100,0,24600.6040586889,24621.616790220814,14.314285714285559,24643.587421742897,14
2025-10-13 14:33:00,24603.6,24607.2,24601.2,24605.0,319,100,0,24601.022719766144,24620.965151388627,14.257142857142753,24643.517932144074,14
