timestamp_entry,direction,entry_price,exit_price,outcome,result_pips
2025-10-20 14:51:00,LONG,24915.0,24924.492857142857,TP,9.492857142857247
2025-10-20 14:52:00,LONG,24915.5,24924.875,TP,9.375
2025-10-20 14:53:00,LONG,24921.8,24921.8,TIMEOUT,0.0
2025-10-20 14:54:00,LONG,24924.1,24924.1,TIMEOUT,0.0
2025-10-20 14:57:00,LONG,24922.8,24922.8,TIMEOUT,0.0
2025-10-20 15:00:00,LONG,24922.2,24922.2,TIMEOUT,0.0
2025-10-20 15:03:00,LONG,24918.5,24918.5,TIMEOUT,0.0
2025-10-20 15:09:00,LONG,24919.8,24919.8,TIMEOUT,0.0
2025-10-20 15:10:00,LONG,24925.3,24925.3,TIMEOUT,0.0
2025-10-20 15:11:00,LONG,24926.2,24926.2,TIMEOUT,0.0
2025-10-20 15:14:00,LONG,24925.0,24925.0,TIMEOUT,0.0
2025-10-20 15:20:00,LONG,24921.3,24929.07857142857,TP,7.778571428571013
2025-10-20 15:21:00,LONG,24925.3,24933.45357142857,TP,8.153571428571013
2025-10-20 15:22:00,LONG,24927.7,24927.7,TIMEOUT,0.0
2025-10-20 15:23:00,LONG,24929.6,24929.6,TIMEOUT,0.0
2025-10-20 15:30:00,LONG,24930.6,24939.6,TP,9.0
2025-10-20 15:33:00,LONG,24932.6,24941.03214285714,TP,8.432142857142026
2025-10-21 17:32:00,SHORT,25040.6,25057.95714285714,SL,-17.357142857141298
2025-10-22 14:15:00,SHORT,25071.8,25071.8,TIMEOUT,0.0
2025-10-22 14:29:00,SHORT,25074.4,25074.4,TIMEOUT,0.0
2025-10-22 14:31:00,SHORT,25067.1,25067.1,TIMEOUT,0.0
2025-10-22 14:34:00,SHORT,25073.9,25073.9,TIMEOUT,0.0
2025-10-22 14:35:00,SHORT,25068.9,25068.9,TIMEOUT,0.0
2025-10-22 14:36:00,SHORT,25065.3,25065.3,TIMEOUT,0.0
2025-10-22 14:37:00,SHORT,25064.9,25064.9,TIMEOUT,0.0
2025-10-22 14:38:00,SHORT,25063.4,25063.4,TIMEOUT,0.0
2025-10-22 14:39:00,SHORT,25056.4,25064.31428571429,SL,-7.914285714286962
2025-10-22 14:42:00,SHORT,25052.9,25061.385714285716,SL,-8.485714285714494
2025-10-22 14:46:00,SHORT,25057.6,25057.6,TIMEOUT,0.0
2025-10-22 14:47:00,SHORT,25046.6,25054.199999999997,SL,-7.599999999998545
2025-10-22 14:56:00,SHORT,25074.1,25074.1,TIMEOUT,0.0
2025-10-22 14:57:00,SHORT,25063.3,25070.9,SL,-7.600000000002183
2025-10-22 14:58:00,SHORT,25061.8,25069.47142857143,SL,-7.671428571429715
2025-10-22 15:03:00,SHORT,25072.8,25083.164285714287,SL,-10.36428571428769
2025-10-22 15:13:00,LONG,25090.4,25090.4,TIMEOUT,0.0
2025-10-22 15:15:00,LONG,25090.6,25090.6,TIMEOUT,0.0
2025-10-22 15:16:00,LONG,25093.6,25093.6,TIMEOUT,0.0
2025-10-22 15:18:00,LONG,25098.1,25091.721428571425,SL,-6.378571428573196
2025-10-22 15:24:00,LONG,25092.1,25092.1,TIMEOUT,0.0
2025-10-22 15:26:00,LONG,25091.9,25091.9,TIMEOUT,0.0
2025-10-22 15:28:00,LONG,25092.9,25092.9,TIMEOUT,0.0
2025-10-22 15:31:00,LONG,25090.9,25090.9,TIMEOUT,0.0
2025-10-22 15:32:00,LONG,25101.1,25101.1,TIMEOUT,0.0
2025-10-22 15:34:00,LONG,25095.1,25095.1,TIMEOUT,0.0
2025-10-22 15:37:00,LONG,25087.4,25097.35357142857,TP,9.953571428570285
2025-10-22 15:40:00,LONG,25086.9,25096.54285714286,TP,9.642857142858702
2025-10-22 15:42:00,LONG,25095.8,25095.8,TIMEOUT,0.0
2025-10-22 15:43:00,LONG,25096.4,25096.4,TIMEOUT,0.0
2025-10-22 16:02:00,LONG,25093.0,25093.0,TIMEOUT,0.0
2025-10-22 16:03:00,LONG,25093.5,25093.5,TIMEOUT,0.0
2025-10-22 16:09:00,LONG,25096.5,25096.5,TIMEOUT,0.0
2025-10-22 16:32:00,SHORT,25054.9,25054.9,TIMEOUT,0.0
2025-10-22 16:33:00,SHORT,25033.6,25033.6,TIMEOUT,0.0
2025-10-22 16:42:00,SHORT,25072.1,25072.1,TIMEOUT,0.0
2025-10-22 16:57:00,LONG,25106.6,25092.335714285713,SL,-14.264285714285506
2025-10-22 17:00:00,LONG,25107.6,25093.114285714284,SL,-14.485714285714494
2025-10-22 17:07:00,LONG,25099.4,25084.385714285716,SL,-15.014285714285506
2025-10-22 17:08:00,LONG,25105.4,25090.7,SL,-14.700000000000728
2025-10-22 17:13:00,SHORT,25061.6,25061.6,TIMEOUT,0.0
2025-10-22 17:14:00,SHORT,25049.7,25049.7,TIMEOUT,0.0
2025-10-22 17:20:00,SHORT,25065.4,25042.289285714287,TP,23.110714285714494
2025-10-22 17:21:00,SHORT,25060.6,25037.35,TP,23.25
2025-10-22 17:22:00,SHORT,25053.1,25029.67857142857,TP,23.421428571429715
2025-10-23 16:54:00,LONG,25009.1,24990.60714285714,SL,-18.492857142857247
2025-10-23 16:55:00,LONG,25012.8,24994.399999999998,SL,-18.400000000001455
2025-10-23 16:56:00,LONG,25018.7,25001.22142857143,SL,-17.47857142857174
2025-10-23 17:35:00,LONG,25008.6,25008.6,TIMEOUT,0.0
2025-10-23 17:36:00,LONG,25023.8,25007.435714285715,SL,-16.36428571428405
2025-10-23 17:37:00,LONG,25028.6,25013.142857142855,SL,-15.45714285714348
2025-10-23 17:38:00,LONG,25033.1,25019.007142857143,SL,-14.092857142855792
2025-10-23 17:41:00,LONG,25032.6,25019.77857142857,SL,-12.821428571427532
2025-10-23 17:45:00,LONG,25018.7,25018.7,TIMEOUT,0.0
2025-10-23 17:46:00,LONG,25027.3,25027.3,TIMEOUT,0.0
2025-10-23 17:47:00,LONG,25033.6,25020.27857142857,SL,-13.321428571427532
2025-10-23 17:58:00,LONG,25021.3,25021.3,TIMEOUT,0.0
2025-10-23 17:59:00,LONG,25035.1,25023.35714285714,SL,-11.742857142857247
2025-10-23 18:03:00,LONG,25026.2,25026.2,TIMEOUT,0.0
2025-10-23 18:05:00,LONG,25025.3,25025.3,TIMEOUT,0.0
